word,variant,description,elapsed_seconds,frame_count,visible_hand_frames,hand_coverage,bone_span_p95_max,bone_cv_mean,max_joint_bend_degrees,joint_sample_count,joint_violation_count,joint_violation_rate,topology_sample_count,topology_invalid_count,topology_error_rate,motion_transition_count,moving_transition_count,motion_preservation_rate,motion_step_p95,jerk_sample_count,temporal_jerk_mean,deviation_from_full
accept,smooth_s10_r2_a115,"hand sigma=1.0, radius=2, joint limit=115.0 degrees",0.9131278999848291,71,114,0.8028169014084507,2.7579173528429012e-14,2.8252172355544658e-15,115.00000000000055,1710,0,0.0,114,86,0.7543859649122807,112,112,1.0,0.5548366892918801,108,0.05175335714092238,0.015318810068987046
accept,smooth_s12_r2_a115,"hand sigma=1.2, radius=2, joint limit=115.0 degrees",0.8528325000079349,71,114,0.8028169014084507,3.2092148876689154e-14,2.874297046416848e-15,115.00000000000058,1710,0,0.0,114,86,0.7543859649122807,112,112,1.0,0.5200696603425905,108,0.04555166619154243,0.024215377707319782
accept,joint_s08_r1_a110,"hand sigma=0.8, radius=1, joint limit=110.0 degrees",1.0413804999552667,71,114,0.8028169014084507,2.6735093665891123e-14,2.7941070149610753e-15,110.00000000000071,1710,0,0.0,114,87,0.7631578947368421,112,109,0.9732142857142857,0.65939616943647,108,0.06745613350256761,0.0009259449456216324
accept,joint_s08_r1_a105,"hand sigma=0.8, radius=1, joint limit=105.0 degrees",0.951687499997206,71,114,0.8028169014084507,2.5919999346809077e-14,2.806507763965367e-15,105.00000000000067,1710,0,0.0,114,86,0.7543859649122807,112,109,0.9732142857142857,0.65939616943647,108,0.0675955071648601,0.0020134777964076755
accept,balanced_s10_r2_a110,"hand sigma=1.0, radius=2, joint limit=110.0 degrees",0.9284974000183865,71,114,0.8028169014084507,2.7744318280096297e-14,2.8553033534770676e-15,110.00000000000058,1710,0,0.0,114,86,0.7543859649122807,112,112,1.0,0.5548366892918801,108,0.05182194050530335,0.015645445621753323
accept,smooth_s12_r2_a110,"hand sigma=1.2, radius=2, joint limit=110.0 degrees",0.8474299000808969,71,114,0.8028169014084507,3.475263790273595e-14,2.909291332022584e-15,110.00000000000094,1710,0,0.0,114,86,0.7543859649122807,112,112,1.0,0.5200696603425905,108,0.04556019858925426,0.024433755997125214
across,default_s08_r1_a115,"hand sigma=0.8, radius=1, joint limit=115.0 degrees",0.9696508999913931,87,138,0.7931034482758621,8.721559774199397e-15,1.4702020657613256e-15,114.99999999999994,2070,0,0.0,138,26,0.18840579710144928,136,132,0.9705882352941176,0.3558513440215363,132,0.03863763662544804,0.0
across,light_s06_r1_a115,"hand sigma=0.6, radius=1, joint limit=115.0 degrees",0.9795115999877453,87,138,0.7931034482758621,1.087726382367592e-14,1.4673223913249484e-15,115.0000000000001,2070,0,0.0,138,27,0.1956521739130435,136,132,0.9705882352941176,0.37925360318721,132,0.05131819414594642,0.004690776963212519
across,smooth_s10_r1_a115,"hand sigma=1.0, radius=1, joint limit=115.0 degrees",1.0838332999264821,87,138,0.7931034482758621,9.7843185248834e-15,1.4988159776612314e-15,110.51595127312247,2070,0,0.0,138,26,0.18840579710144928,136,132,0.9705882352941176,0.3512440421575784,132,0.03407373456525785,0.002161226135707014
across,smooth_s10_r2_a115,"hand sigma=1.0, radius=2, joint limit=115.0 degrees",1.2567483000457287,87,138,0.7931034482758621,9.83104644320968e-15,1.4883521512126662e-15,98.38894474856869,2070,0,0.0,138,26,0.18840579710144928,136,136,1.0,0.33418189444247876,132,0.026028482077087623,0.008826240976568376
across,smooth_s12_r2_a115,"hand sigma=1.2, radius=2, joint limit=115.0 degrees",1.0446344000520185,87,138,0.7931034482758621,9.308893777604823e-15,1.4558100472846896e-15,95.11826552509167,2070,0,0.0,138,25,0.18115942028985507,136,136,1.0,0.32753388231362635,132,0.021101600538912583,0.013435699979858056
across,joint_s08_r1_a110,"hand sigma=0.8, radius=1, joint limit=110.0 degrees",0.9987541000591591,87,138,0.7931034482758621,8.721559774199397e-15,1.4700406209197978e-15,110.0,2070,0,0.0,138,26,0.18840579710144928,136,132,0.9705882352941176,0.3558513440215363,132,0.0385361756654908,2.6881510084341165e-05
across,joint_s08_r1_a105,"hand sigma=0.8, radius=1, joint limit=105.0 degrees",1.0371157999616116,87,138,0.7931034482758621,8.721559774199397e-15,1.4704383274663275e-15,105.00000000000007,2070,0,0.0,138,26,0.18840579710144928,136,132,0.9705882352941176,0.3558513440215363,132,0.038455371582419434,5.5050321868946626e-05
across,balanced_s10_r2_a110,"hand sigma=1.0, radius=2, joint limit=110.0 degrees",1.1600124000106007,87,138,0.7931034482758621,9.83104644320968e-15,1.4883521512126662e-15,98.38894474856869,2070,0,0.0,138,26,0.18840579710144928,136,136,1.0,0.33418189444247876,132,0.026028482077087623,0.008826240976568376
across,smooth_s12_r2_a110,"hand sigma=1.2, radius=2, joint limit=110.0 degrees",1.0523749999701977,87,138,0.7931034482758621,9.308893777604823e-15,1.4558100472846896e-15,95.11826552509167,2070,0,0.0,138,25,0.18115942028985507,136,136,1.0,0.32753388231362635,132,0.021101600538912583,0.013435699979858056
airplane,default_s08_r1_a115,"hand sigma=0.8, radius=1, joint limit=115.0 degrees",2.1262629999546334,231,133,0.2878787878787879,1.114043947925657e-14,1.7812529185877183e-15,115.00000000000017,1995,0,0.0,133,11,0.08270676691729323,132,130,0.9848484848484849,0.3449196001317027,130,0.024657693335860573,0.0
airplane,light_s06_r1_a115,"hand sigma=0.6, radius=1, joint limit=115.0 degrees",1.8999237000243738,231,133,0.2878787878787879,1.145000847246488e-14,1.761068177287096e-15,115.00000000000017,1995,0,0.0,133,11,0.08270676691729323,132,130,0.9848484848484849,0.3981616935724517,130,0.032801293764287795,0.002456076482722454
airplane,smooth_s10_r1_a115,"hand sigma=1.0, radius=1, joint limit=115.0 degrees",2.1375166999641806,231,133,0.2878787878787879,1.0542866182303499e-14,1.7056198246787833e-15,115.0000000000001,1995,0,0.0,133,11,0.08270676691729323,132,130,0.9848484848484849,0.31500051757895353,130,0.021464233245045223,0.0011864553292143417
airplane,smooth_s10_r2_a115,"hand sigma=1.0, radius=2, joint limit=115.0 degrees",2.1516010001068935,231,133,0.2878787878787879,1.084114541802283e-14,1.7424442231668644e-15,115.00000000000004,1995,0,0.0,133,10,0.07518796992481203,132,132,1.0,0.263627134635896,130,0.01634491354759216,0.004975320768105234
airplane,smooth_s12_r2_a115,"hand sigma=1.2, radius=2, joint limit=115.0 degrees",1.9100074999732897,231,133,0.2878787878787879,1.1143078800659311e-14,1.7297525746093723e-15,115.0000000000003,1995,0,0.0,133,10,0.07518796992481203,132,132,1.0,0.26183791712959725,130,0.013005655361343488,0.00820937464086221
airplane,joint_s08_r1_a110,"hand sigma=0.8, radius=1, joint limit=110.0 degrees",2.135685999994166,231,133,0.2878787878787879,1.0835221959276938e-14,1.7692910006501884e-15,110.00000000000021,1995,0,0.0,133,11,0.08270676691729323,132,130,0.9848484848484849,0.3449196001317027,130,0.024704528052368432,0.0004853179929834414
airplane,joint_s08_r1_a105,"hand sigma=0.8, radius=1, joint limit=105.0 degrees",1.913996099960059,231,133,0.2878787878787879,1.0835221959276938e-14,1.7542284188406934e-15,105.00000000000028,1995,0,0.0,133,12,0.09022556390977443,132,130,0.9848484848484849,0.3449196001317027,130,0.02485039408614915,0.0015667651877024305
airplane,balanced_s10_r2_a110,"hand sigma=1.0, radius=2, joint limit=110.0 degrees",2.253098899964243,231,133,0.2878787878787879,1.0841145418022835e-14,1.7487086401550784e-15,110.00000000000024,1995,0,0.0,133,10,0.07518796992481203,132,132,1.0,0.263627134635896,130,0.01635461210363834,0.0052778153259970826
airplane,smooth_s12_r2_a110,"hand sigma=1.2, radius=2, joint limit=110.0 degrees",2.121165300020948,231,133,0.2878787878787879,1.0992496654704455e-14,1.7367140883779119e-15,110.00000000000024,1995,0,0.0,133,10,0.07518796992481203,132,132,1.0,0.2649314045446983,130,0.013013265340066752,0.008425912560058103
alphabet,default_s08_r1_a115,"hand sigma=0.8, radius=1, joint limit=115.0 degrees",1.9856209000572562,265,93,0.17547169811320754,1.3074497903367337e-14,2.1027004211668483e-15,115.00000000000033,1395,0,0.0,93,58,0.6236559139784946,92,91,0.9891304347826086,0.30786855344218256,90,0.037316392581693725,0.0
alphabet,light_s06_r1_a115,"hand sigma=0.6, radius=1, joint limit=115.0 degrees",2.1243208000669256,265,93,0.17547169811320754,1.2223425491787577e-14,2.1307737929435708e-15,115.00000000000038,1395,0,0.0,93,57,0.6129032258064516,92,90,0.9782608695652174,0.31589696193228367,90,0.047970956351499075,0.005145486076280216
alphabet,smooth_s10_r1_a115,"hand sigma=1.0, radius=1, joint limit=115.0 degrees",2.8040534999454394,265,93,0.17547169811320754,1.3558414902014943e-14,2.1108851648646243e-15,115.00000000000038,1395,0,0.0,93,58,0.6236559139784946,92,91,0.9891304347826086,0.31219021866581215,90,0.033637132703069866,0.0020225375582519217
alphabet,smooth_s10_r2_a115,"hand sigma=1.0, radius=2, joint limit=115.0 degrees",2.163336200057529,265,93,0.17547169811320754,1.3279958147736726e-14,2.0843953863904495e-15,115.0000000000003,1395,0,0.0,93,58,0.6236559139784946,92,92,1.0,0.29946736104674515,90,0.027119705525757456,0.007868944875130042
alphabet,smooth_s12_r2_a115,"hand sigma=1.2, radius=2, joint limit=115.0 degrees",2.3085467000491917,265,93,0.17547169811320754,1.2438015058305952e-14,2.1111218535390457e-15,115.00000000000033,1395,0,0.0,93,58,0.6236559139784946,92,92,1.0,0.283216184479803,90,0.02298930825669555,0.012188246989646859
alphabet,joint_s08_r1_a110,"hand sigma=0.8, radius=1, joint limit=110.0 degrees",2.181421200046316,265,93,0.17547169811320754,1.2127070519065358e-14,2.133479049436547e-15,110.00000000000044,1395,0,0.0,93,58,0.6236559139784946,92,91,0.9891304347826086,0.30786855344218256,90,0.03754512309965978,0.0014875305276679303
alphabet,joint_s08_r1_a105,"hand sigma=0.8, radius=1, joint limit=105.0 degrees",2.645882499986328,265,93,0.17547169811320754,1.1901005198848292e-14,2.1196778630692434e-15,105.00000000000038,1395,0,0.0,93,58,0.6236559139784946,92,91,0.9891304347826086,0.30786855344218256,90,0.037747720924014065,0.003549966601926749
alphabet,balanced_s10_r2_a110,"hand sigma=1.0, radius=2, joint limit=110.0 degrees",2.167624900001101,265,93,0.17547169811320754,1.292582593046375e-14,2.0908921439015033e-15,110.00000000000037,1395,0,0.0,93,58,0.6236559139784946,92,92,1.0,0.29946736104674515,90,0.027402689644626343,0.009040426717945008
alphabet,smooth_s12_r2_a110,"hand sigma=1.2, radius=2, joint limit=110.0 degrees",2.2341230999445543,265,93,0.17547169811320754,1.1489908737733394e-14,2.0864326053554053e-15,110.00000000000033,1395,0,0.0,93,58,0.6236559139784946,92,92,1.0,0.283216184479803,90,0.023280287650461685,0.013279159722459489
angry,default_s08_r1_a115,"hand sigma=0.8, radius=1, joint limit=115.0 degrees",0.8669075999641791,59,118,1.0,3.959323995849622e-14,3.3246217682485016e-15,98.88064599787353,1770,0,0.0,118,23,0.19491525423728814,116,116,1.0,0.36583515705818154,112,0.021670418852687633,0.0
angry,light_s06_r1_a115,"hand sigma=0.6, radius=1, joint limit=115.0 degrees",0.8513682999182492,59,118,1.0,4.3115929491701746e-14,3.3745629278631312e-15,104.76040577302871,1770,0,0.0,118,23,0.19491525423728814,116,116,1.0,0.3654741405958073,112,0.028946050969900335,0.003202830545785739
angry,smooth_s10_r1_a115,"hand sigma=1.0, radius=1, joint limit=115.0 degrees",0.8364168999250978,59,118,1.0,5.026978331229142e-14,3.4488936407812287e-15,96.30633374676644,1770,0,0.0,118,24,0.2033898305084746,116,116,1.0,0.3647934536307273,112,0.019352195286992994,0.0015711913126414416
angry,smooth_s10_r2_a115,"hand sigma=1.0, radius=2, joint limit=115.0 degrees",0.7901795000070706,59,118,1.0,3.486222427305893e-14,3.332076363967649e-15,89.64884742600526,1770,0,0.0,118,24,0.2033898305084746,116,116,1.0,0.35175112952958854,112,0.015305057779407273,0.006062233152543443
